Country Code,State Code,ZIP/Postcode,City,Rate %,Tax Name,Priority,Compound,Shipping,Tax Class
US,NY,10610,HARRISON,8.3750,NY Tax,1,0,1,
US,NY,10701,YONKERS,8.8750,NY Tax,1,0,1,
US,NY,10702,YONKERS,8.8750,NY Tax,1,0,1,
US,NY,10703,YONKERS,8.8750,NY Tax,1,0,1,
US,NY,10704,YONKERS,8.8750,NY Tax,1,0,1,
US,NY,10705,YONKERS,8.8750,NY Tax,1,0,1,
US,NY,10706,HASTINGS ON HUDSON VILLAGE,8.3750,NY Tax,1,0,1,
US,NY,10707,TUCKAHOE VILLAGE,8.3750,NY Tax,1,0,1,
US,NY,10708,YONKERS,8.8750,NY Tax,1,0,1,
US,NY,10709,EASTCHESTER,8.3750,NY Tax,1,0,1,
US,NY,10710,YONKERS,8.8750,NY Tax,1,0,1,
US,NY,10801,NEW ROCHELLE,8.3750,NY Tax,1,0,1,
US,NY,10802,NEW ROCHELLE,8.3750,NY Tax,1,0,1,
US,NY,10803,PELHAM VILLAGE,8.3750,NY Tax,1,0,1,
US,NY,10804,NEW ROCHELLE,8.3750,NY Tax,1,0,1,
US,NY,10805,NEW ROCHELLE,8.3750,NY Tax,1,0,1,
US,NY,10901,SUFFERN VILLAGE,8.3750,NY Tax,1,0,1,
US,NY,10910,TUXEDO,8.1250,NY Tax,1,0,1,
US,NY,10911,STONY POINT,8.3750,NY Tax,1,0,1,
US,NY,10912,WARWICK,8.1250,NY Tax,1,0,1,
US,NY,10913,ORANGETOWN,8.3750,NY Tax,1,0,1,
US,NY,10914,BLOOMING GROVE,8.1250,NY Tax,1,0,1,
US,NY,10915,CRAWFORD,8.1250,NY Tax,1,0,1,
US,NY,10916,HAMPTONBURGH,8.1250,NY Tax,1,0,1,
US,NY,10917,WOODBURY VILLAGE,8.1250,NY Tax,1,0,1,
US,NY,10918,CHESTER TOWN, ORANGE COUNTY,8.1250,NY Tax,1,0,1,
US,NY,10919,WALLKILL,8.1250,NY Tax,1,0,1,
US,NY,10920,CLARKSTOWN,8.3750,NY Tax,1,0,1,
US,NY,10921,FLORIDA VILLAGE,8.1250,NY Tax,1,0,1,
US,NY,10922,HIGHLANDS,8.1250,NY Tax,1,0,1,
US,NY,10923,WEST HAVERSTRAW VILLAGE,8.3750,NY Tax,1,0,1,
US,NY,10924,GOSHEN VILLAGE,8.1250,NY Tax,1,0,1,
US,NY,10925,GREENWOOD LAKE VILLAGE,8.1250,NY Tax,1,0,1,
US,NY,10926,HARRIMAN VILLAGE,8.1250,NY Tax,1,0,1,
US,NY,10927,HAVERSTRAW VILLAGE,8.3750,NY Tax,1,0,1,
US,NY,10928,HIGHLAND FALLS VILLAGE,8.1250,NY Tax,1,0,1,
US,NY,10930,WOODBURY VILLAGE,8.1250,NY Tax,1,0,1,
US,NY,10931,HILLBURN VILLAGE,8.3750,NY Tax,1,0,1,
US,NY,10932,WALLKILL,8.1250,NY Tax,1,0,1,
US,NY,10933,MINISINK,8.1250,NY Tax,1,0,1,
US,NY,10940,MIDDLETOWN,8.1250,NY Tax,1,0,1,
US,NY,10941,WALLKILL,8.1250,NY Tax,1,0,1,
US,NY,10949,MONROE VILLAGE,8.1250,NY Tax,1,0,1,
US,NY,10950,KIRYAS JOEL VILLAGE,8.1250,NY Tax,1,0,1,
US,NY,10952,RAMAPO,8.3750,NY Tax,1,0,1,
US,NY,10953,CORNWALL,8.1250,NY Tax,1,0,1,
